Price,Close,High,Low,Open,Volume
Ticker,M&M.NS,M&M.NS,M&M.NS,M&M.NS,M&M.NS
Date,,,,,
2005-01-03,53.13872528076172,53.420439513496795,52.24583460509667,52.24583460509667,5277192
2005-01-04,52.880882263183594,53.764219799859795,52.72331161438645,53.47295831835347,3871624
2005-01-05,51.629886627197266,52.95250317579794,48.81752979235486,52.6182673577361,5510344
2005-01-06,50.73699951171875,51.66331143703275,49.99213223158345,51.43889827517376,5780816
2005-01-07,50.38844299316406,51.204932242788686,50.04465405795701,51.204932242788686,2868312
2005-01-10,49.4669075012207,50.88979964302835,47.93897213438763,47.93897213438763,2480560
2005-01-11,48.99419403076172,50.00167509742039,48.71248273806292,49.944379861146054,4926112
2005-01-12,47.09382629394531,49.610145113050564,45.3605754161675,49.41915321656143,5665192
2005-01-13,48.74113464355469,49.180416617562905,46.649773820736854,46.649773820736854,6338016
2005-01-14,47.88645553588867,49.180424769439995,47.65726287542145,49.180424769439995,6275496
2005-01-17,46.740501403808594,47.9389746031655,46.03382892881149,47.9389746031655,4294432
2005-01-18,47.265724182128906,47.743203958029575,46.53517779355668,46.88851399344527,8693416
2005-01-19,47.108150482177734,48.22545425134681,46.82643918117371,47.74320087455538,7165016
2005-01-20,45.79509353637695,47.07951556278794,45.05499973189094,47.07951556278794,7597504
2005-01-24,45.99085998535156,47.0795134664198,45.59932592335792,45.93356182017834,7759568
2005-01-25,47.022216796875,47.27050691098579,45.55157938694994,45.55157938694994,3972664
2005-01-27,48.569252014160156,49.35709087002388,47.02221609974133,47.02221609974133,10965184
2005-01-28,50.94232177734375,51.70151583623754,48.655192335966234,48.89393223947932,13553704
2005-01-31,51.57736587524414,52.465482969760686,51.19060840138645,51.23358274928416,6226728
2005-02-01,51.50574493408203,52.040525820118454,50.63673400861293,52.040525820118454,9763808
2005-02-02,51.58214569091797,52.575300188639005,51.37682704322281,51.663314926363455,4299760
2005-02-03,52.379539489746094,52.66602739944389,51.77791604510303,52.50368308489285,4767168
2005-02-04,51.91638946533203,53.00026645692533,51.38638213787334,52.37954261553792,4957296
2005-02-07,51.51529312133789,53.23899391093857,51.20493127342659,52.5180006299744,6334184
2005-02-08,51.34817123413086,51.99276886842835,50.92321310950163,51.56781074379912,4325664
2005-02-09,52.18854904174805,52.42728897332054,43.79445363052018,43.79445363052018,2900696
2005-02-10,52.80449295043945,53.1673764375465,52.255391173132054,52.49413107630918,7185760
2005-02-11,54.19873046875,54.52819269365448,52.90476138753868,53.09097967366824,7222368
2005-02-14,53.67350387573242,54.76693379819272,53.47773832081591,54.43269793368762,6766864
2005-02-15,53.625755310058594,54.65233688269619,53.31539343926118,53.83107395603045,5778264
2005-02-16,51.95457077026367,53.974312457366445,51.56781333596598,53.8597161508978,9445616
2005-02-17,51.48665237426758,52.04530144364015,50.80385388626892,51.95457911026386,6449752
2005-02-18,50.99482345581055,52.14077454470517,50.66536135203161,51.84473951151751,4587992
2005-02-21,50.77997589111328,51.55827028370017,50.292948834603315,50.292948834603315,4106688
2005-02-22,51.86384963989258,52.045294281676526,50.61762862143873,50.70835094233071,4745208
2005-02-23,51.67286682128906,52.50368292256629,51.47710124932311,52.14079940379332,4753368
2005-02-24,51.14286804199219,52.221971389475286,50.95664972576094,51.66332226939327,6746672
2005-02-25,50.53169250488281,51.5678213997103,50.135381916385015,51.5678213997103,5867664
2005-02-28,51.30043411254883,51.797014301583616,50.13538216136254,50.96619823147308,6287544
2005-03-01,51.68240737915039,51.892499627040806,50.63195196830835,51.47231513125998,5482648
2005-03-02,51.39113998413086,52.260150665117585,51.11897307098429,51.85429293953193,2701400
2005-03-03,52.89043426513672,53.06233165326472,51.090337779490554,51.47232161335591,6020008
2005-03-04,53.27719497680664,53.4729605164493,52.54187496654379,53.0623290806746,6370328
2005-03-07,53.21990203857422,53.6687342559028,52.37953868214001,53.6687342559028,4116968
2005-03-08,52.532325744628906,53.47773808871301,52.34611328381585,53.38224212784031,2476784
2005-03-09,51.52007293701172,52.976386398159875,51.286106657859136,52.55620182218743,2722040
2005-03-10,51.06645965576172,51.75880529859346,50.450509607796256,51.567813397122634,4767600
2005-03-11,51.0091667175293,51.94502591122614,50.803848082743166,51.28132785795692,2798104
2005-03-14,50.74177932739258,51.5678217667677,50.46961815506801,51.5678217667677,4763608
2005-03-15,50.5030403137207,51.08079558264786,50.14493043394502,50.71790624158611,1931864
2005-03-16,50.622406005859375,51.03304329627192,50.278622881702326,50.80385066109333,2427448
2005-03-17,49.32843017578125,50.77042247026932,49.084916677054835,50.77042247026932,3079376
2005-03-18,49.380950927734375,49.83933612754759,47.5760810607571,49.180411774273544,9584136
2005-03-21,48.621768951416016,49.65790073224806,44.29580299565584,49.552857504451175,4872000
2005-03-22,47.32780075073242,48.41645416689014,46.98401469449694,48.41645416689014,6491152
2005-03-23,46.878963470458984,48.0631127231269,46.50652983085528,47.17500151220227,6736776
2005-03-24,46.602027893066406,47.461491522241815,45.94310636022634,46.602027893066406,11508944
2005-03-28,45.79031753540039,46.87897100864678,45.27463988115796,46.5924830991448,6517160
2005-03-29,45.60409164428711,46.29643731044263,44.692106449762974,45.36057812743037,7622784
2005-03-30,46.44446563720703,46.640231210173766,45.65184733685825,46.22004952462919,6108368
2005-03-31,47.45193862915039,49.65789573404296,46.50652927399793,46.50652927399793,8073192
2005-04-01,48.297080993652344,49.180418609453206,47.461491357083965,49.180418609453206,4605528
2005-04-04,46.88373565673828,48.6456341044263,46.554273478705454,48.6456341044263,3983744
2005-04-05,46.573387145996094,47.35645237514122,46.029058934779485,47.09861499691163,4369312
2005-04-06,45.89535140991211,48.89392347784056,45.48471710087072,47.35643819186779,7873784
2005-04-07,45.656612396240234,46.02904600303031,45.47994431316013,46.02904600303031,4805248
2005-04-08,45.479949951171875,46.02905170911253,44.94517200405556,46.01950153046119,5074096
2005-04-11,45.241207122802734,46.02904872441355,44.93084527974393,46.02904872441355,1362952
2005-04-12,45.33671188354492,45.627973427132396,44.93085400991656,45.4560818463768,1390672
2005-04-13,44.92607498168945,45.838060222477,43.8660692561836,45.62796794740183,11156136
2005-04-15,43.6607551574707,44.787606347616034,43.40291489337204,44.787606347616034,4878088
2005-04-18,44.109588623046875,44.78761060309778,42.266517540070275,43.068683117264605,8364152
2005-04-19,43.15462875366211,44.59661850001408,42.87769102035615,44.59661850001408,4490024
2005-04-20,43.8326416015625,44.023633503965826,42.63894221154174,43.25011571637134,4503960
2005-04-21,43.6273307800293,44.30057614575076,42.0182232390369,44.11913440098874,5398048
2005-04-22,44.35309600830078,44.7303032695749,42.73443845850785,43.83264190492761,5408296
2005-04-25,44.080936431884766,44.52976570256148,43.74670056647839,44.35310050514819,4664136
2005-04-26,43.326515197753906,44.20507621993272,43.17849472148806,43.92813853809706,3466728
2005-04-27,42.42885208129883,43.641651888112925,42.20921254824051,43.641651888112925,4128312
2005-04-28,41.6696662902832,42.782193736507594,41.16353591044201,42.4002098638602,8482832
2005-04-29,42.2951545715332,42.557768427199456,41.21127498437693,41.27334968170571,6203248
2005-05-02,42.390655517578125,42.75354190950821,41.540742067337355,42.72966791981434,4298104
2005-05-03,42.63894271850586,43.15462027826505,42.24263509916802,42.49569879000024,2117752
2005-05-04,44.00931167602539,44.3101233529961,42.6866921094596,42.9540796191435,6751664
2005-05-05,45.241207122802734,45.73301069125027,44.11912969020552,44.11912969020552,8110008
2005-05-06,44.945167541503906,45.26985318327445,44.32922042277121,45.131385806646975,2604856
2005-05-09,45.5372428894043,45.828504361901764,44.31011938814321,45.74255859250128,2724432
2005-05-10,45.11228942871094,45.503823434619086,44.94994805066485,45.074091628835696,2692240
2005-05-11,44.20985794067383,45.112293056813016,43.84219789440724,45.112293056813016,4149536
2005-05-12,44.443817138671875,44.782829529522864,44.214627428168775,44.214627428168775,1229848
2005-05-13,44.018863677978516,44.8783273131023,43.73714943185467,44.548865087249354,3774408
2005-05-16,45.10274124145508,45.21733756044555,44.11913400829111,44.11913400829111,3789568
2005-05-17,45.131385803222656,45.52769340627891,44.64435588345126,45.45607144496856,3908384
2005-05-18,45.1552734375,45.34148884460332,44.31013345575216,44.59662138757814,4151904
2005-05-19,45.470401763916016,46.45878555435696,45.08364428319392,45.226888226321435,4765296
2005-05-20,45.60409164428711,45.981301828121524,44.692106449762974,45.55157003533534,2880000
2005-05-23,45.91923522949219,46.153198594528995,45.37013343222042,45.45607921762794,1586304
2005-05-24,46.04814910888672,46.28688898831001,45.59931696984886,45.9192289911371,1634968
2005-05-25,46.77391052246094,46.96012877228242,44.98813818249949,45.83805147065696,3186800
2005-05-26,47.96762466430664,48.34960854509524,46.70230305919439,46.80257557648484,7066952
2005-05-27,48.0583381652832,48.66951167930804,47.55698441393152,47.74797631920835,3283712
2005-05-30,47.2275276184082,48.846185366662034,46.89329174590905,48.702941421305255,12407072
2005-05-31,48.8127555847168,49.562399395427754,47.327794687627886,48.32095201172725,9084200
2005-06-01,49.376182556152344,49.657896790203495,48.66473943726048,48.66473943726048,5908392
2005-06-02,48.6026725769043,49.77727178127253,48.11086602546261,49.46690989486651,4382432
2005-06-03,49.04195785522461,49.180428187689024,47.747988531736915,48.51195634824471,4226800
2005-06-06,49.428707122802734,50.03988360514969,49.12312471024016,49.27591591652145,3820464
2005-06-07,49.11357116699219,49.87753884862103,48.922579246584974,49.5146553655695,1157872
2005-06-08,49.68653869628906,49.93483164884847,48.71725544367165,49.113563029996406,2797016
2005-06-09,50.89457321166992,52.40818185110141,49.28546278331996,49.28546278331996,11094504
2005-06-10,50.727455139160156,52.02142423198483,50.41231963674914,51.85430630191421,4070256
2005-06-13,52.10258102416992,52.33177360497857,50.67014196563949,51.47231016986031,6395072
2005-06-14,52.48457717895508,54.2799058862315,52.09304607518719,53.27719830824897,12124464
2005-06-15,52.608734130859375,53.08621399834363,52.36044110260057,52.52278542326755,6080760
2005-06-16,52.33177947998047,52.890428444080015,52.04529163611196,52.65646803447549,3856104
2005-06-17,53.1673698425293,53.47773167816149,52.25061105949061,52.331780285058024,5438168
2005-06-20,54.08892059326172,54.43270375924391,53.00026418663222,53.00026418663222,7212680
2005-06-21,53.797645568847656,54.37540077721731,53.25332327153092,54.08891290342504,1960728
2005-06-22,55.55953598022461,56.056116027278456,53.00024598831268,54.33718913036021,6620352
2005-06-23,55.669376373291016,55.76964597516106,54.561619634151796,55.559553677340574,3699568
2005-06-24,55.058204650878906,55.41154093328055,54.547303502800965,54.547303502800965,2745800
2005-06-27,55.45449447631836,56.04657048021095,54.91016644324598,55.28260294708753,2912120
2005-06-28,54.06980514526367,55.76008453500171,53.95520884571009,55.76008453500171,2550752
2005-06-29,54.29461669921875,55.22314749785526,53.85478632091725,55.22314749785526,3709776
2005-06-30,54.51451110839844,55.66295665841849,53.95250583923969,54.294596003075455,5491552
2005-07-01,55.95619583129883,56.45466785334522,54.05515008111928,54.14800435028742,3645208
2005-07-04,56.86029052734375,57.52980767718753,55.956194803445285,55.956194803445285,4914096
2005-07-05,56.80653381347656,57.56890521918835,56.298284221141756,57.471165142415536,2951400
2005-07-06,58.355712890625,59.0350076318226,56.9824659757493,56.9824659757493,5824384
2005-07-07,58.55120086669922,59.89512713048766,58.21888813354787,58.74179523904375,4919344
2005-07-08,59.074100494384766,59.72895418870504,58.40946324816887,59.51393080789682,3198264
2005-07-11,59.29402160644531,60.11014888392143,59.13274808906092,59.621448486491175,1610240
2005-07-12,58.05271530151367,59.42596208082454,57.86212097343442,59.42596208082454,3135272
2005-07-13,57.954986572265625,58.74179309025843,57.72529378532583,58.25309264857575,1523512
2005-07-14,58.1944465637207,60.110149763445214,57.95986798328945,58.24820241510837,1942752
2005-07-15,58.38993453979492,59.07900100935449,57.17795498800445,59.07900100935449,1583392
2005-07-18,58.19932174682617,59.078982314436196,57.862117336126325,58.93725802987191,1858664
2005-07-19,59.606773376464844,59.81691689230209,58.38991439842356,58.64403616892362,3572520
2005-07-20,59.074100494384766,60.49133150459028,58.75155349201158,59.52370242863158,2274528
2005-07-21,58.31172561645508,59.51393329611548,58.057603810922366,59.51393329611548,1895216
2005-07-22,60.61838912963867,60.86273929062111,58.16510993402695,58.44367269689499,3554184
2005-07-25,63.08634567260742,63.38445177000531,60.11015857911067,60.11015857911067,6318800
2005-07-26,64.40583038330078,64.88475322178624,61.923229831151716,62.55365457427435,5974088
2005-07-27,63.95622253417969,64.41071631779884,60.716142280546684,63.531055548663495,1519496
2005-07-28,128.81166076660156,128.81166076660156,128.81166076660156,128.81166076660156,0
2005-07-29,66.5903091430664,76.7259556933851,63.79983131064602,63.956213037929,8573024
2005-08-01,67.09366607666016,68.41804271029342,64.02951158450122,66.57075317088355,4943712
2005-08-02,66.27753448486328,67.71920041739338,64.50844172677023,65.97454267510592,4238752
2005-08-03,67.6458969116211,69.19019471819313,66.46324450590976,66.46324450590976,8367088
2005-08-04,66.74180603027344,67.9977695395509,66.56098928262483,67.9977695395509,3611144
2005-08-05,66.82976531982422,68.02708104219036,66.6489485969641,66.95194039353505,5380656
2005-08-08,66.22866821289062,67.44064745188122,65.46629686959413,66.95194710802701,4361728
2005-08-09,65.84260559082031,66.85421300666245,65.24150172799295,66.07229238670148,3075336
2005-08-10,67.44552612304688,67.81205134214058,65.84259274422492,65.84259274422492,2754872
2005-08-11,67.34292602539062,68.31055536031919,66.95196564207922,67.81207729224792,4411128
2005-08-12,67.51885223388672,68.1150703556571,66.95196091125807,67.919590177814,2609024
2005-08-16,66.67829132080078,67.94402669326851,66.07230156305289,67.92936329337537,1553760
2005-08-17,67.45531463623047,67.53839131311852,66.17003027348949,66.95195086756323,1324992
2005-08-18,68.37408447265625,72.51338120895713,67.73388802284393,67.91959659557521,4042192
2005-08-19,69.36125946044922,69.68868638612886,68.41806517572259,68.41806517572259,3412648
2005-08-22,69.62513732910156,70.56833140235977,69.00449026324931,69.59093069041573,2321608
2005-08-23,66.93728637695312,69.39545159065725,66.46324941077032,69.39545159065725,4066896
2005-08-24,67.3038101196289,67.92934895668525,66.17491349914829,66.95194825227252,2023088
2005-08-25,69.62513732910156,70.56833140235977,67.14742891055563,67.44064912413884,4381480
2005-08-26,71.15476989746094,71.40400587912306,69.29770859519203,69.98188907497531,6170872
2005-08-29,70.31419372558594,72.31786473261508,69.30258063781153,71.40399169396404,2669472
2005-08-30,69.65447235107422,70.76381990394361,69.41012214422358,70.76381990394361,3401600
2005-08-31,70.49014282226562,70.86155391172126,64.77723428274933,69.88415316811131,3752016
2005-09-01,70.84201049804688,72.52314110767526,68.85788801934936,71.74122044883241,4533136
2005-09-02,70.587890625,71.89760418548397,70.3924104548757,71.89760418548397,2146332
2005-09-05,69.79619598388672,71.5457459836541,69.44433404560962,71.5457459836541,1807024
2005-09-06,69.96235656738281,70.84201739421222,69.42478606209816,70.37286614635289,1179736
2005-09-08,71.457763671875,71.70211384988795,70.3728512677297,70.3728512677297,2569300
2005-09-09,72.76748657226562,73.10957683821987,71.56528483074261,71.70211735777582,3436304
2005-09-12,73.42235565185547,73.89150688339564,72.77726748860387,73.10958617563483,1278608
2005-09-13,72.60132598876953,74.16516717739388,71.9660155058909,73.69601601392272,1354876
2005-09-14,72.1614990234375,73.20731906027187,71.78031629526265,72.62087858715887,875712
2005-09-15,72.56224822998047,72.91411018242967,71.54574886533314,72.71862999427303,1096204
2005-09-16,73.43213653564453,73.55919747356413,72.3179029659085,72.32767458975528,1029756
2005-09-19,72.37653350830078,73.69602466611586,71.604384444532,73.5005444945877,2869616
2005-09-20,71.93669128417969,73.20731219001438,71.7412111448205,72.71861184161642,1409044
2005-09-21,70.890869140625,72.32764931334395,68.41804664775779,71.95623825322932,1285600
2005-09-22,67.56771087646484,70.7638124379815,67.44064997542436,68.46692073591996,1536452
2005-09-23,68.56466674804688,75.8267535654508,67.44065581775102,70.76381856819093,960628
2005-09-26,72.05399322509766,72.32766427518476,68.7601511048547,68.7601511048547,1672352
2005-09-27,71.34046936035156,74.06741334721553,69.9818801938207,73.89148243928554,2950828
2005-09-28,72.54268646240234,72.71861740817693,71.15477617359247,72.32765709953081,1192556
2005-09-29,72.68928527832031,74.23357706429027,71.92691398809006,72.5426751853691,3558600
2005-09-30,73.79374694824219,74.24334884805246,71.35024539366462,72.81634632641116,2720016
2005-10-03,76.09066009521484,76.70642146934303,73.91105728046568,74.0869882494192,3809512
2005-10-04,76.7357406616211,77.312409566746,76.09065846739793,76.70641982835305,4638672
2005-10-05,79.48223876953125,80.51828129022196,76.53048699253925,76.53048699253925,7673976
2005-10-06,76.61844635009766,79.16945989377594,76.25680688339267,79.16945989377594,3528092
2005-10-07,74.81024932861328,78.38753337835081,74.38019064953238,78.38753337835081,3651912
2005-10-10,74.4779281616211,76.23724929929718,73.32459660892721,73.32459660892721,1548592
2005-10-11,74.60501098632812,75.16213070351475,72.32766803719234,74.69297945530877,2055400
2005-10-13,72.97274017333984,76.43274133617128,72.69906914683803,75.13279948610196,2860228
2005-10-14,71.457763671875,73.30505340388511,70.97884090231793,73.30505340388511,2026856
2005-10-17,71.43822479248047,72.22991703135499,69.80596431056371,71.74121664548655,2959664
2005-10-18,71.46753692626953,73.39301740541282,71.16453914455167,71.93668804650025,2530080
2005-10-19,71.4870834350586,74.08696668718974,68.80900336118943,71.55549670570947,3318468
2005-10-20,71.39913177490234,74.2824642695767,70.09918984330102,73.10958325479392,2608628
2005-10-21,72.09307861328125,72.81635757136338,69.63980505986096,70.39240484801002,2357016
2005-10-24,70.21647644042969,72.84568103488101,69.78641769863145,72.83590941303241,1888968
2005-10-25,70.59764862060547,71.54572845582743,69.88414733048717,70.46081610727852,2492416
2005-10-26,70.64652252197266,72.26901128902225,69.80596029288975,72.26901128902225,3473836
2005-10-27,71.36002349853516,72.5231327304443,69.44432049188771,71.15477173553026,9459144
2005-10-28,70.67584228515625,72.03443164543393,68.61352919280138,71.33070194777628,2237092
2005-10-31,70.1773681640625,71.33069976250069,68.61352709076863,71.33069976250069,2288260
2005-11-02,70.11873626708984,70.66607833267341,69.00449696108912,70.37285809062912,1115644
2005-11-04,70.11873626708984,70.11873626708984,70.11873626708984,70.11873626708984,0
2005-11-07,73.9892578125,74.28247812087186,70.95931462599076,70.95931462599076,3859916
2005-11-08,75.18167114257812,77.49811224443361,73.89150088636661,74.28246120851671,3006508
2005-11-09,76.12973022460938,77.21464243461074,75.0643612528874,75.65080157517558,2948160
2005-11-10,75.89514923095703,76.59887878783707,75.2598389025588,76.43271950883245,963596
2005-11-11,77.67403411865234,77.99657515361513,75.50420339118757,76.13951384043382,3280184
2005-11-14,78.32889556884766,79.03261931012773,77.41013651189348,77.41013651189348,2480884
2005-11-16,78.61235046386719,79.36495032384755,78.24093932788173,78.58302963100176,2047424
2005-11-17,79.44312286376953,80.0686616598983,78.4168521912827,78.77849162137026,2190256
2005-11-18,79.990478515625,81.12426098166664,79.42358131702353,80.06866938128638,2902136
2005-11-21,80.5280532836914,81.80844592932783,79.98070526323859,80.14686459026143,3833224
2005-11-22,80.8701400756836,81.70093070942825,79.59951910642704,80.16641034574843,3554232
2005-11-23,83.88053131103516,84.44742253773252,80.14685935294058,80.87013827479691,4513864
2005-11-24,85.698486328125,86.96910715131858,84.09555286898267,84.09555286898267,4478936
2005-11-25,88.24951171875,88.55250354996251,85.0436326455806,85.815781585946,5680988
2005-11-28,92.96058654785156,94.2214359504331,90.70279311410988,91.28923358683042,4971620
2005-11-29,90.80050659179688,94.7980770292713,90.31180634103372,94.22140834713906,5380728
2005-11-30,89.04120635986328,92.3643688365212,88.56227761670092,90.70278759819224,4645944
2005-12-01,92.83351135253906,93.24402081338697,87.7998980696361,88.56226937373646,6369716
2005-12-02,91.4162826538086,93.83046348021774,90.54639964464221,93.24402308346639,3781376
2005-12-05,91.82679748535156,92.94103669045873,90.70278665929351,91.82679748535156,2769928
2005-12-06,92.19820404052734,93.39063405146429,90.6148137614524,91.8267929789123,2175668
2005-12-07,92.78466033935547,93.97709055458924,92.07115892087683,92.85307959111782,3366972
2005-12-08,95.06201934814453,95.44320812627964,92.3839441741298,92.85309546335449,4116112
2005-12-09,95.05220794677734,96.42056878097259,94.46576758926508,95.1988180361554,3763920
2005-12-12,94.99357604980469,96.26419695486328,94.27029714838532,95.28679625866437,1822276
2005-12-13,97.652099609375,98.90317725296705,94.81763763572611,95.19882628737999,10584520
2005-12-14,100.30086517333984,102.52934376646766,97.57392052477194,97.74007985363933,11096708
2005-12-15,98.17990112304688,100.26176940364556,97.62278152634555,99.82193311944515,4362060
2005-12-16,98.26787567138672,99.30391809997695,97.49572667788092,99.30391809997695,4424532
2005-12-19,98.72724151611328,100.61362962420306,98.34605882556829,99.30391031064545,2487756
