,Close,return_1d,return_7d,return_30d,MA_50,MA_200,RSI,VIX_lag1,VIX_lag7,CRUDE_lag7,target
2008-10-21,45.77915954589844,0.17744321243429773,0.21711376642090574,-0.18547010745641024,51.623467178344725,52.10404811859131,45.00176928173059,57.130001068115234,39.33000183105469,77.69999694824219,0
2008-10-22,42.44174575805664,-0.0729024696160201,-0.01944816903300217,-0.24111407275718066,51.310221099853514,51.96544389724731,39.730793818520986,56.0,46.4900016784668,81.19000244140625,0
2008-10-23,44.765811920166016,0.054758967158371474,0.043510918544964694,-0.1788008217667706,51.0364567565918,51.832114448547365,42.575847752990185,54.75,46.4900016784668,78.62999725341797,0
2008-10-24,41.14702987670898,-0.08083807459832659,0.11991037350567546,-0.23863536020209997,50.68377418518067,51.68764959335327,40.874722016308375,54.970001220703125,46.06999969482422,74.54000091552734,0
2008-10-27,42.08031845092773,0.022681796888261774,0.07196531261087236,-0.2195495942558936,50.37876266479492,51.549463233947755,48.05120851004861,45.5,47.810001373291016,69.8499984741211,0
2008-10-29,46.172611236572266,0.09724956788092731,0.20399672617679854,-0.13480475253362123,50.161956253051756,51.400975170135496,52.4805253056604,67.5,46.720001220703125,71.8499984741211,0
2008-10-31,46.12455749511719,-0.0010407412569514163,0.1863268720499489,-0.1190916337981911,49.96642288208008,51.26787805557251,56.60875575386843,68.3499984741211,57.130001068115234,74.25,0
2008-11-03,45.39028549194336,-0.015919328944273503,-0.008494565164858248,-0.131559481337981,49.760458908081056,51.11766925811767,60.19305621952218,68.3499984741211,56.0,70.88999938964844,0
2008-11-04,43.60835266113281,-0.03925802209653062,0.027487250635884086,-0.16714729025774455,49.53436538696289,50.98249153137207,50.474029000442904,67.83999633789062,54.75,66.75,1
2008-11-05,43.28581619262695,-0.007396208497307599,-0.03306084853723734,-0.14460716449508781,49.30241569519043,50.8426589012146,50.56518859436901,62.150001525878906,54.970001220703125,67.83999633789062,1
2008-11-06,41.55191421508789,-0.040057047089582354,0.009839940807200076,-0.24176657507607857,49.05083961486817,50.695223808288574,58.0778952573854,66.75,45.5,64.1500015258789,1
2008-11-07,42.04829406738281,0.01194601648736282,-0.0007610299713454172,-0.21621978112306028,48.75959869384766,50.55905681610108,55.03088685986087,62.150001525878906,67.5,63.220001220703125,1
2008-11-10,42.8511962890625,0.01909476328321502,-0.07193474353209095,-0.18388950307872698,48.484736099243165,50.43490734100342,58.138962929940014,67.22000122070312,68.3499984741211,67.5,1
2008-11-11,41.29571533203125,-0.036299592350663934,-0.10469134936627034,-0.18979442914739775,48.16773811340332,50.306749153137204,54.21120311386478,63.7599983215332,68.3499984741211,67.80999755859375,0
2008-11-12,40.87024688720703,-0.01030296827172772,-0.09958162976389784,-0.2024016933616195,47.86341293334961,50.19452423095703,38.947261916950175,66.98999786376953,67.83999633789062,63.90999984741211,1
2008-11-14,39.46802520751953,-0.03430910714969071,-0.09494345007220295,-0.2144419058020246,47.51471084594726,50.10879837036133,42.66529646845274,70.62000274658203,62.150001525878906,70.52999877929688,1
2008-11-17,38.30827713012695,-0.029384497230219186,-0.11499238088406072,-0.22856888917840856,47.11833770751953,50.050034770965574,33.10188318525556,70.08000183105469,66.75,65.30000305175781,1
2008-11-18,37.97659683227539,-0.008658188848454262,-0.0860445890484215,-0.2532049214342661,46.71487335205078,49.98279039382935,39.97976928789825,85.12999725341797,62.150001525878906,60.77000045776367,1
2008-11-19,38.813812255859375,0.022045562093980342,-0.07692302109427196,-0.24114485099047944,46.32385322570801,49.92936971664429,39.61304956968446,64.66000366210938,67.22000122070312,61.040000915527344,1
2008-11-20,37.72955322265625,-0.02793487601928213,-0.11952158889233899,-0.2349721585531126,45.94166259765625,49.840933876037596,16.801577470940643,60.84000015258789,63.7599983215332,62.40999984741211,1
2008-11-21,40.39216613769531,0.07057101628863682,-0.021879974401002644,-0.07443123997055257,45.625442581176756,49.76753652572632,31.304101593797995,65.55000305175781,66.98999786376953,59.33000183105469,1
