,Close,return_1d,return_7d,return_30d,MA_50,MA_200,RSI,VIX_lag1,VIX_lag7,CRUDE_lag7,target
2008-10-21,117.74705505371094,0.06246989001033332,0.18802063275072367,-0.04474307450981263,123.35404830932617,144.81945056915282,48.331306827453965,57.130001068115234,39.33000183105469,77.69999694824219,0
2008-10-22,113.20933532714844,-0.03853786172819862,-0.04356392017657873,-0.11254846091605408,122.94027481079101,144.51935199737548,39.58603039117405,56.0,46.4900016784668,81.19000244140625,0
2008-10-23,111.6310043334961,-0.013941703562619923,-0.026054250400133427,-0.12338023912704321,122.53582824707031,144.1560556793213,36.70616326571345,54.75,46.4900016784668,78.62999725341797,0
2008-10-24,96.64581298828124,-0.13423861439467843,-0.12920184328553364,-0.24153709391441713,121.74397277832031,143.7167649078369,32.731114545490186,54.970001220703125,46.06999969482422,74.54000091552734,0
2008-10-27,95.8746109008789,-0.007979674065092146,-0.14176762659471442,-0.24085776071447285,121.07676956176758,143.25665225982667,34.175407201019695,45.5,47.810001373291016,69.8499984741211,0
2008-10-29,94.49356079101562,-0.01440475321762813,-0.15072131150913315,-0.23926081623760664,120.36562423706054,142.75824115753173,32.891151059656465,67.5,46.720001220703125,71.8499984741211,0
2008-10-31,100.96829223632812,0.06852034563108678,-0.08893033207558065,-0.14347663243645103,119.8740103149414,142.3139342880249,40.722100876426296,68.3499984741211,57.130001068115234,74.25,0
2008-11-03,108.00802612304688,0.06972222398534211,-0.0827114438337464,-0.1345213059698459,119.55009414672851,141.87824184417724,56.18300321435036,68.3499984741211,56.0,70.88999938964844,0
2008-11-04,114.86835479736328,0.06351684148454728,0.014654440514297429,-0.039012786419159284,119.40894058227539,141.4825954437256,47.063236330617194,67.83999633789062,54.75,66.75,0
2008-11-05,108.3308563232422,-0.05691296341497831,-0.029563005635914075,-0.10993220846622198,119.15856002807617,140.98247970581053,44.9575644336064,62.150001525878906,54.970001220703125,67.83999633789062,0
2008-11-06,104.51058197021484,-0.0352648772721621,0.08137723444767597,-0.17761623566657458,118.92037536621093,140.37562808990478,44.82214980199684,66.75,45.5,64.1500015258789,0
2008-11-07,104.3132781982422,-0.0018878832004673995,0.0880177475357653,-0.17491835810047673,118.56794143676758,139.8315563583374,44.03297331609425,62.150001525878906,67.5,63.220001220703125,0
2008-11-10,109.20970916748048,0.046939671092810054,0.15573704973412394,-0.10894839759193853,118.29280990600586,139.3474568939209,48.454597419096736,67.22000122070312,68.3499984741211,67.5,0
2008-11-11,101.16558074951172,-0.07365763061993458,0.00195396504005263,-0.20578721070624817,117.8781396484375,138.81837230682373,43.47825907766309,63.7599983215332,68.3499984741211,67.80999755859375,0
2008-11-12,94.2155532836914,-0.06869952620574327,-0.1276985918031921,-0.27183245889301033,117.33271926879883,138.29844367980957,34.116210068965756,66.98999786376953,67.83999633789062,63.90999984741211,0
2008-11-14,88.41341400146484,-0.06158366723969455,-0.23030660483095633,-0.3008792789801358,116.6956478881836,137.79590419769286,33.543630619141695,70.62000274658203,62.150001525878906,70.52999877929688,1
2008-11-17,81.7413558959961,-0.07546431930971709,-0.24544715448299637,-0.3213463435818409,115.7355567932129,137.3366399383545,31.419328205846185,70.08000183105469,66.75,65.30000305175781,1
2008-11-18,78.51296997070312,-0.039495135478308185,-0.24875578634631423,-0.3922248787296674,114.71269088745117,136.82463035583496,36.79813202556757,85.12999725341797,62.150001525878906,60.77000045776367,1
2008-11-19,76.68354034423828,-0.023300986157414383,-0.26487268285725785,-0.41798263930629487,113.52069244384765,136.315496635437,36.23970909765657,64.66000366210938,67.22000122070312,61.040000915527344,1
2008-11-20,72.82737731933594,-0.050286710910734334,-0.33314191682673355,-0.42182842793138475,112.34358032226562,135.7019858932495,34.99751176233791,60.84000015258789,63.7599983215332,62.40999984741211,1
2008-11-21,73.80489349365234,0.01342237233163246,-0.270454506890096,-0.39306781061077845,111.35443450927734,135.05444396972655,29.641117296559614,65.55000305175781,66.98999786376953,59.33000183105469,1
